,hktv_ad_id,order_number,additional_parent_order,order_date,order_time_range,delivery_date,delivery_timeslot,app_type,device_type,area,district,delivery_district,delivery_zone,estate_name_en,estate_name_chi,housing_type,sku_id,primary_sku_id,bundle_set,quantity,total_price,primary_category,primary_category_name_en,primary_category_name_chi,primary_store
0,bqzVXNevZOIVQ4her0H+mTQfDK5beeS93q7VY6KqInk=,VT+8WmW23dgR+86yDDGxGKS5GHX6V+jBb5Bbo5FhxzY=,,2022-04-24,15-18,2022-04-26,14:00 - 18:00,MAIN,Android,KLN,MEI FOO,WTK-MFS,美孚新村店,,,Commercial,b48fW+txY5Qid++2jKu4F1Wgm2C1joCs2xvSJVFqIvo=,b48fW+txY5Qid++2jKu4F1Wgm2C1joCs2xvSJVFqIvo=,,1,100 - 200,AA11852010001,Supermarket,超級市場,bCLoKAjv7ooRkrQWTyoHY91Zmn9hhNF5C5ZvjO5dV8I=
1,q4hyyDFWL9Iy/vyxjR+v2C0UenZbHV8Li7N8r5wN98E=,AqXI3ZUBdFGC9ZFpAc5chUBvyPazRUtqLsZQUeLLmtU=,,2022-04-24,09-12,2022-04-26,14:00 - 18:00,MAIN,Web,NT,TUNG CHUNG NT,NT-TW,W 東涌(霸尾),,,Private,4oyH8S3HxbAX9uZ1MSVNaeWYhddQF1RJ5mrFo5/d97U=,4oyH8S3HxbAX9uZ1MSVNaeWYhddQF1RJ5mrFo5/d97U=,,1,50 - 55,AA11852010001,Supermarket,超級市場,0ZdHba+JUNqi1Cs9EBM9sETy2MARJ+wJCleztdD64y8=
2,A0G0XxNkoMjIIwsA1/vcgArCfqiTowyZRWCNdudC02Q=,/oZ/3hpFu2jjs1+bL66dEr+xquRdn5QJY3VHjgDoWQ4=,,2022-04-24,00-09,2022-04-26,18:00 - 21:00,MAIN,iOS,NT,TUEN MUN TAI LAM NT,NT-TM,屯門(大欖),,,Private,qTbZqiY+4P9zmJcUk3XVMLVtdjqJZ+xTyDOCpF35iS4=,qTbZqiY+4P9zmJcUk3XVMLVtdjqJZ+xTyDOCpF35iS4=,,1,100 - 200,AA11852010001,Supermarket,超級市場,CriegCUfl9wcvRKvkXfPLoveRVcyXAem823/UA9Lrao=
3,C3/mgWsxpxDqpHU8Xve6kEVGopNRiBqxNIz+1JqfFXA=,FcqVMNq/CusFskJWZBVbjM9JlVGpTo46bum2EaahWsM=,,2022-04-24,15-18,2022-04-27,14:00 - 18:00,MAIN,iOS,HK,POK FU LAM HK,WTH,薄扶林,RESIDENCE BEL-AIR,貝沙灣,Private,qTbZqiY+4P9zmJcUk3XVMLVtdjqJZ+xTyDOCpF35iS4=,qTbZqiY+4P9zmJcUk3XVMLVtdjqJZ+xTyDOCpF35iS4=,,1,100 - 200,AA11852010001,Supermarket,超級市場,CriegCUfl9wcvRKvkXfPLoveRVcyXAem823/UA9Lrao=
4,4H7Vkl1b0Udt2c6Tknk2bHyr6/S+nROAwY76NHSpfjk=,j8ddEaS0pdQEQtGQ9MlIrBMDkQ5w/cILAUhGN47uBA0=,,2022-04-24,09-12,2022-04-28,10:00 - 14:00,MAIN,iOS,HK,SIU SAI WAN HK,ETH,小西灣(廠),,,Commercial,b5sjNGDWsbflFJZlfm93SsV8JkdQCFOA0dc0slqx9kU=,b5sjNGDWsbflFJZlfm93SsV8JkdQCFOA0dc0slqx9kU=,,2,60 - 65,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
5,s/sUMYZRmIhThoRZrFLFB7am0LhIFEwcI+KZV7sB/40=,OMOMn7Tkrmtyhw7dnd9no0sP4Mu213KJoDIlJ+wUWCE=,,2022-04-24,00-09,2022-04-27,10:00 - 14:00,MAIN,Android,KLN,TSIM SHA TSUI KLN,WTK,尖沙咀,,,Private,1fEQDLa7Ko8yut1j4rqdp2TQsDQmuNp9qxE1ZtlaW+0=,1fEQDLa7Ko8yut1j4rqdp2TQsDQmuNp9qxE1ZtlaW+0=,,1,100 - 200,AA11852010001,Supermarket,超級市場,2WdvjBqtGbuVkJqrqu/S6UbfReJjL3cxiBLYv3gLWRs=
6,5518B3q7+dtnNHdxm9OhsNJIz/2PF95uI/Cuc/gALm8=,f9qGGZ+eqTgWfXfBSTPylsC3XpdcS2IEAdIYHMWbyp0=,,2022-04-24,18-21,2022-04-27,14:00 - 18:00,MAIN,Android,HK,TAI KOO HK,ETH,太古,KORNHILL GARDEN,康山花園,HOS,hEC8VcEgcxfMY7JzkMlEtmNuxTC10I7QUz0y1lPjQEU=,hEC8VcEgcxfMY7JzkMlEtmNuxTC10I7QUz0y1lPjQEU=,,2,95 - 100,AA11852010001,Supermarket,超級市場,FNCDNXxvqJHIzlSFEG8e38j8bXtsjN+A5p2KuCsznpM=
7,UDA4hzHEIHcdqXBuklKg7VtcQQLAzYCz+zSQfUDpuC4=,/oBOsNHc0G8jxceGfUxae4ulPwvYssKJRYKCg2Ip17w=,,2022-04-24,12-15,2022-04-26,18:00 - 21:00,MAIN,iOS,KLN,KOWLOON TONG KLN,WTX,九龍城,,,Private,vekm50PMucGa7zU7jeCTpD7EYi8kA/wrl+t9e3FcZUs=,vekm50PMucGa7zU7jeCTpD7EYi8kA/wrl+t9e3FcZUs=,,1,200 - 300,AA11852010001,Supermarket,超級市場,if3+W1PEGpzLKTHOb0qsP2Ff+pe4oRyTID6ivAaWdig=
8,Iz5i2zUnsy6wbR5bc1I9bAFRqVwIN9mT4T+XD2s9rW8=,2gfC7/G1yHGMLGz4OYc9Ua2FVaER95OCeOfpZrNQpRw=,,2022-04-24,21-24,2022-04-27,10:00 - 14:00,MAIN,iOS,KLN,TSIM SHA TSUI KLN,WTK,尖沙咀,,,Commercial,ODwSjwsH0TIt/MSxHSA66zbz0+iDoGM5Pd7u70BJUHg=,ODwSjwsH0TIt/MSxHSA66zbz0+iDoGM5Pd7u70BJUHg=,,1,300 - 400,AA11852010001,Supermarket,超級市場,if3+W1PEGpzLKTHOb0qsP2Ff+pe4oRyTID6ivAaWdig=
9,EebkFtDoRJHuscrqv3jFqqew/MzC65wlOrp6CBqvfy0=,qF6m/tp1TOWHULH1iI1xWweNStYq6szGznQ7gl8CR3Y=,,2022-04-24,00-09,2022-04-26,18:00 - 21:00,MAIN,iOS,NT,LAI KING NT,WTX,荔景(地),,,Private,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,,2,85 - 90,AA11852010001,Supermarket,超級市場,uGK0idfopzQhABxlYD120PveJpV0eI4lChfxfvwZSw0=
10,39y+pjNxkqziZDY3m+W7kKoSTiRkdHIVyzausVc/NS8=,qqpTKCDVZ1gpQvKA8NZCWqtw8hdw0tcOzamO4s4Rndg=,,2022-04-24,12-15,2022-04-26,14:00 - 18:00,MAIN,iOS,NT,TUNG CHUNG NT,NT-TW,東涌(逸東),YAT TUNG ESTATE,逸東邨,Public,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,,1,42 - 44,AA11852010001,Supermarket,超級市場,uGK0idfopzQhABxlYD120PveJpV0eI4lChfxfvwZSw0=
11,9jj2o2Q0tgNhaS8jozfc3aerdQX5kJKSpjVNTywHaJE=,Ys6JwAa9lCNmG3WSTFmjuPmQ03d8Z8t/P/X+tGB9+t8=,,2022-04-24,21-24,2022-04-26,18:00 - 21:00,MAIN,iOS,NT,TIU KENG LENG NT,ETK,調景嶺,OCEAN SHORES,維景灣畔,Private,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,0xmZ8XkbFW/5Zk70nD5bbjhTuvewE/axF9OCgyfICYM=,,1,42 - 44,AA11852010001,Supermarket,超級市場,uGK0idfopzQhABxlYD120PveJpV0eI4lChfxfvwZSw0=
12,b7Sqshgcke8lPbsjs8mzJaHPTEI9Qsbyz3EsWi9lkPc=,qg8OkID1vZg51EB7ua9+F8QCO0U5nPv6xgNiL/sKXRQ=,,2022-04-24,00-09,2022-04-27,14:00 - 18:00,MAIN,iOS,,,,,,,,QRXaYD0h/SN2Ra3LyEpsUEb5q0oy05kjhcIkyRC9G8Q=,QRXaYD0h/SN2Ra3LyEpsUEb5q0oy05kjhcIkyRC9G8Q=,,1,55 - 60,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
13,CbDyCk9E5akhhkz3Jw5w7C1e/LS4i0uPlwcRS9UrsOM=,oqdeqaf0v1HLVhlTXLIvdEgI3KT16//ub5c5T9ZehTU=,,2022-04-24,21-24,2022-04-27,18:00 - 21:00,MAIN,iOS,KLN,JORDAN KLN,WTK,九龍站(港),,,Private,QRXaYD0h/SN2Ra3LyEpsUEb5q0oy05kjhcIkyRC9G8Q=,QRXaYD0h/SN2Ra3LyEpsUEb5q0oy05kjhcIkyRC9G8Q=,,2,100 - 200,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
14,0gcrH1dWDQ/xhH1e1aXc8DVz0gLbUmIO8w8iDYmbxO8=,N2ajVGRt887CY5na8wuMZUte4WmsHPA5t2+56HbCnpY=,,2022-04-24,12-15,2022-04-26,18:00 - 21:00,MAIN,iOS,HK,HAPPY VALLEY HK,ETH,跑馬地(樂),,,Private,8Y/DjBtv1xIdIWNshmfCJg8kELviX5WLBdY974LXdYg=,8Y/DjBtv1xIdIWNshmfCJg8kELviX5WLBdY974LXdYg=,,1,48 - 50,AA11852010001,Supermarket,超級市場,aYlFTOsH9adAOAcKgbBqdoezsrsFO1pltjT8e9G3Qzc=
15,84Vt/il2AjgRoF7DZh7klgSDiRxBfasmELgczFbo+fk=,AZG2KAern/toqk+ib+ovRu5x/7t7ITlQPbJ/+D1rr7g=,,2022-04-24,18-21,2022-04-26,14:00 - 18:00,MAIN,iOS,KLN,KWUN TONG KLN,ETX,觀塘,,,Private,0C1nhoQRm71Nd/PgZP5lX6eNtOEU8zkOAHHR4nrhGAA=,0C1nhoQRm71Nd/PgZP5lX6eNtOEU8zkOAHHR4nrhGAA=,,1,55 - 60,AA11852010001,Supermarket,超級市場,KujOqqrUCL9r6Un+rV673OmtnnE93x3kXQon+fjObLo=
16,qX93frnZvgzXog5gQzxTiInDnGRycsb/umGF/CPNUUA=,Fm1etSYroIFUx2erCnOd7rAqzhOpeEkHFyK8gJaxRoA=,,2022-04-24,15-18,2022-04-26,14:00 - 18:00,MAIN,Web,HK,NORTH POINT HK,ETH-KRS,北角健威舖,,,Commercial,H3mRvSlLflG1qjOOnboxU7qRIMlxj17NYxGGXCXFy5E=,H3mRvSlLflG1qjOOnboxU7qRIMlxj17NYxGGXCXFy5E=,,2,100 - 200,AA11852010001,Supermarket,超級市場,k+QzcxUjLL5RIEkbTu6KP9GttGYSLSWypNHHjW39umU=
17,edrNqfaJOdBA0ojZDqwHwkQVuzuGj7vgZcA83CNYaUQ=,IDTIpSH8BYv9xJP1fa9L8ELCJK54tvYWxlUgYBEILAs=,,2022-04-24,12-15,2022-04-26,10:00 - 14:00,MAIN,iOS,HK,AP LEI CHAU HK,WTH,鴨脷洲(南),,,Private,SNVZTL+uNjPrI3OX0gKmu9XJX+UzkLCTQF4IxbwLmAg=,SNVZTL+uNjPrI3OX0gKmu9XJX+UzkLCTQF4IxbwLmAg=,,2,100 - 200,AA11852010001,Supermarket,超級市場,S823caloPsOwGqK0yguJqdOlsC9bDGE70yLa/E+552Y=
18,WXns0tKSb4u4l1nxdWDnUtUB4vTH2iU2y8xGGFn5/Y0=,DLFa8JVdsJnD5/cB0y2Fv4EhFRX5fI6GYkE4q8HlV54=,,2022-04-24,15-18,2022-04-29,10:00 - 14:00,MAIN,iOS,NT,LAM TEI NT,NT-TM,藍地,,,Private,3tGHgitCc1Gx6yXeEo/lIio82iKyJWktSn7utQ1GQf4=,3tGHgitCc1Gx6yXeEo/lIio82iKyJWktSn7utQ1GQf4=,,1,95 - 100,AA11852010001,Supermarket,超級市場,S823caloPsOwGqK0yguJqdOlsC9bDGE70yLa/E+552Y=
19,dWL+tyOpDzp73ciULJBp34sKciBHiRtYzVbsqKARCDI=,bKWwGwWcTCFI5hIPgz0J/Vy89pOhNq9xiyGDiVU6Noc=,,2022-04-24,00-09,2022-04-26,14:00 - 18:00,MAIN,iOS,HK,CAUSEWAY BAY HK,ETH,銅鑼灣 (商),,,Private,mXww6MG5fRwDmhWVzFDOg6t4hbgfgZZBus/0T+JghUQ=,mXww6MG5fRwDmhWVzFDOg6t4hbgfgZZBus/0T+JghUQ=,,1,200 - 300,AA11852010001,Supermarket,超級市場,EqwHb5NUpJbrmwYMk9N9ul+1N1aTan24zl8yl6+jRVM=
20,+BbYb/3PvpX5ER4IzjedAKOeRyScuoQhrDLu9MztVWc=,8643pBmCPhBRjQhM5Yn+C9FYnH/JaIFFp8lCrMEnlPI=,,2022-04-24,00-09,2022-04-26,14:00 - 18:00,MAIN,iOS,HK,NORTH POINT HK,ETH-KRS,北角健威舖,,,Commercial,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,,1,100 - 200,AA11852010001,Supermarket,超級市場,kOlBTIdCDsdBsl0PSx72eriIMjPdbpg7ohQH+ieDMS0=
21,Wxgt1Djy6EaIX8k6ZQa4rDv2KhFh3ibXZSDuyZ1sgTg=,wnAsgKnTA5dHYX1QY5VY4VLEu6PMw9KNmSt7/JDm3Qs=,,2022-04-24,21-24,2022-04-29,18:00 - 21:00,MAIN,Android,NT,YUEN LONG NT,NT-TM,元朗(工),LONG PING ESTATE,朗屏邨,Public,sjrrmYUr9py2Xnj1+8ZjQ0LsvosMoufJgsVmSqwpOlc=,sjrrmYUr9py2Xnj1+8ZjQ0LsvosMoufJgsVmSqwpOlc=,,1,65 - 70,AA11852010001,Supermarket,超級市場,BlFXga8qYUKOpM4eFuvjovohwlrNV0CeSVRCSdvz/FA=
22,CmFDD5ne2z7UkDsIu7Nsk/cMqzWwcl1HvlLTpyRPhF8=,5yLqqE1yhajz1g6o12xzZPxmct8/E7DAYkpFqhQ77S4=,,2022-04-24,09-12,2022-04-27,18:00 - 21:00,MAIN,iOS,NT,KWAI CHUNG NT,WTX,上葵涌,ON YAM ESTATE,安蔭邨,Public,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,S/XyHmdd3FimtWBngVf5aHKAtZTlM2InNEoFQFBTRQ0=,,1,60 - 65,AA11852010001,Supermarket,超級市場,DPA8TA6+uQKVwEMO1/RlSorPYqVTdps8c6LXiqUQ/Yo=
23,MRkDb0ZW8alF1vLx95fmd2sM7bXcF4u9hi2S0jm1yd8=,pt5h9jXEgfiZlS1wu9Kki1uNLfkGlq1FIzJLis1Be4M=,,2022-04-24,15-18,2022-04-29,18:00 - 21:00,MAIN,Android,HK,AP LEI CHAU HK,WTH,鴨脷洲(南),,,Private,e5FcCUwRBRHMM1DVqgdKW/ij5HUsdHfOBF2zoS5YNow=,e5FcCUwRBRHMM1DVqgdKW/ij5HUsdHfOBF2zoS5YNow=,,1,200 - 300,AA11852010001,Supermarket,超級市場,EAHdctkzvEdGwVAw5GUSoAcHAcEFTUFjdToV/VIDDnM=
24,BVN+tBOCylj0zfqbJKuaRL+dEKcsHBhOL/CrJ+uXzHs=,8FxHvpkR1n5gk1e4940qpJMIKDlKgAxAkcBpo1cFPug=,,2022-04-24,00-09,2022-04-26,14:00 - 18:00,MAIN,iOS,KLN,HUNG HOM KLN,WTK-HOM,紅磡舖,,,Commercial,e5FcCUwRBRHMM1DVqgdKW/ij5HUsdHfOBF2zoS5YNow=,e5FcCUwRBRHMM1DVqgdKW/ij5HUsdHfOBF2zoS5YNow=,,1,200 - 300,AA11852010001,Supermarket,超級市場,EAHdctkzvEdGwVAw5GUSoAcHAcEFTUFjdToV/VIDDnM=
25,+/igDFW/7YI0bPMM59fU4cH91nOHVP20gDlFeovPGFo=,aoLoF3lNjRVUWKDjtS30pXuU8UXRe4rL7MxC6zuLj78=,,2022-04-24,21-24,2022-04-26,18:00 - 21:00,MAIN,iOS,KLN,TAI KOK TSUI KLN,WTK,大角咀(奧),,,Private,G6vnt5LXdDafDfmABgo5GRomiHkUMN8jNiQK0XE82bo=,G6vnt5LXdDafDfmABgo5GRomiHkUMN8jNiQK0XE82bo=,,1,200 - 300,AA11852010001,Supermarket,超級市場,Ys4VULYBmLuGPa1atdxyTQuMgcOfaIABqOdAmt+l988=
26,yjbK4eqGPfHh4NMFH4Q+5sWztES4Ig/L23VZZ21XzNE=,4G1Vtvks3Y6JOxNr5N6b3e0igs82CztAY+zAWGZW/3Y=,,2022-04-24,15-18,2022-04-28,14:00 - 18:00,MAIN,iOS,,,,,,,,16/wxbDYTweR0Gk751q3mS6lCOkGa+6gEQvZVcPre2Y=,16/wxbDYTweR0Gk751q3mS6lCOkGa+6gEQvZVcPre2Y=,,1,42 - 44,AA11852010001,Supermarket,超級市場,4ao2nC7fuXkBdQmLTyL9s51mJUyNN4BODXd86wlGxmI=
27,JmTEWKclFeUxBft4fZVYL4qZVYbHnP1q60/h+Xo0ryg=,hqBFO9lMOuqDr80dCZjnQa6XLf5QefquvMtYIhwleWY=,,2022-04-24,12-15,2022-04-26,14:00 - 18:00,MAIN,iOS,NT,FANLING NT,NT-ST,粉嶺華明(步),WAH MING ESTATE,華明邨,Public,BCZJCWb6hWH6N+q5Yr/wKoJYYhhjdM2uJy3DMEKTF50=,BCZJCWb6hWH6N+q5Yr/wKoJYYhhjdM2uJy3DMEKTF50=,,2,95 - 100,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
28,sd5WB3E8mNC6wdLx8UBUM8GHpIw0WJYtIJ8v+O4j92k=,RQGb9RHBmnST/BW85cIQcPcC1ax03BpsFuc8lnb4058=,/iV13B9cRcsLXzbkZEW2nbkyH828BRjKg+qzzZ5DrGA=,2022-04-24,18-21,2022-04-27,18:00 - 21:00,MAIN,,HK,HAPPY VALLEY HK,ETH,跑馬地 (雲),,,Private,Jv6J/dHl8ClCbFPTty6+QU4Wli1ouEld2ajN8zk/Srs=,Jv6J/dHl8ClCbFPTty6+QU4Wli1ouEld2ajN8zk/Srs=,,1,55 - 60,AA11852010001,Supermarket,超級市場,u7vq8UzrrQplOZ5P7wBbS2tf8NBuj5L9xnQlS7xazqs=
29,VPpL7pCFmOW95XuuPnWr+uuOHtkxaUW6ov1ebSosb/o=,6Vloc/8KhmJ/J3I5vLAk6iA8kxbvsMgL8PV6+VJfH9Q=,,2022-04-24,09-12,2022-04-26,18:00 - 21:00,MAIN,Android,NT,YUEN LONG NT,NT-TM,元朗,,,Private,f81kR/k44/rzGdpa/nRnvbIHDZLhSPvZ8NvRD8ct/14=,f81kR/k44/rzGdpa/nRnvbIHDZLhSPvZ8NvRD8ct/14=,,1,55 - 60,AA11852010001,Supermarket,超級市場,NnDcOAEB7hvDVH3R+AITo2JcQCF2LQSK0TtVdpHqbv8=
30,ectRNFMxoASw86UAzZKLL7oQa3P4+Kkw1698nNBiC0Y=,EkhqEXCyEAGv/PB5QjnlzWj/U7pf91HFUi+KFTL6bOY=,,2022-04-24,00-09,2022-04-26,14:00 - 18:00,MAIN,Android,,,,,,,,BMeP/mIxgy0cAwrAThZkIGeuthQxVP6xvexDaHzZZbY=,BMeP/mIxgy0cAwrAThZkIGeuthQxVP6xvexDaHzZZbY=,,1,300 - 400,AA11852010001,Supermarket,超級市場,On9JuhklUC/5GanxztBXAYeiGpMLXbXD1zDWD1yfXhM=
31,/RYX+SKzxk/3Bm+b40qYuAFO9WJ59AHhrbLpiO8d8Gs=,FgCx+1JfLj/b8w0MTRN4Agj0ZwYwo81a/dltRiSjUaM=,,2022-04-24,21-24,2022-04-28,10:00 - 14:00,MAIN,iOS,NT,TAI WAI NT,NT-TSM,大圍,,,Private,t7mmBDjHhm/UAMPh1LEyD+bSY0gTj3MzVK1rVscYMaE=,t7mmBDjHhm/UAMPh1LEyD+bSY0gTj3MzVK1rVscYMaE=,,1,55 - 60,AA11852010001,Supermarket,超級市場,UvyeXIj0G4u7iP0cnTvoikFH+3pomwC1moYNCQ2K5N8=
32,p5cZ9ztKxly5xFSH38NQwgG26mTSchE6IPYRJ9coOhY=,YI2DwPgaIuSnIuPz6dR9WnvgJhVPimlH6j8BmMNuZK0=,,2022-04-24,18-21,2022-04-30,10:00 - 14:00,MAIN,iOS,NT,LANTAU ISLAND NT,NT-TW,大嶼山,,,Private,IDlL5ungV6DDhovXn1MNgzXHsObNdpGWV4+QhVox41E=,IDlL5ungV6DDhovXn1MNgzXHsObNdpGWV4+QhVox41E=,,1,85 - 90,AA11852010001,Supermarket,超級市場,/q8uKM7zp7NhgpmRK2fME59FRN+cHqVha8+0i0TkKrI=
33,Zx9RqSOfcK9EOopRFmOrLzFE51lSNZy6vlJf+cBpwm8=,kDiZbdyrN8haO2Lj7k91dt84Cr8LaAU11XegEu9VNbw=,,2022-04-23,00-09,2022-04-27,14:00 - 18:00,MAIN,iOS,NT,TSEUNG KWAN O NT,ETK,將軍澳,TSEUNG KWAN O PLAZA,將軍澳廣場,Private,R7ESFVNDlA43c9pzlelICtCHbXmXw/dDZRDjlsk+dFI=,R7ESFVNDlA43c9pzlelICtCHbXmXw/dDZRDjlsk+dFI=,,1,42 - 44,AA11852010001,Supermarket,超級市場,rwn2a7X7NA9ZHmAOtDYLqxKb1WBKbt5+U+wiS+SJ1sA=
34,xtfx+cJ1Oz5g/Fp/W6GpFI3dD0/5laG9CxBfZWLcxv0=,ChkbAAXNCVvR5f/FZkuzZwuFJLganstyEduisXQmHzc=,,2022-04-23,00-09,2022-04-24,14:00 - 18:00,MAIN,iOS,KLN,LAM TIN KLN,ETK-SCE,九龍藍田滙景花園店,,,Commercial,CmmHjDxWttoJHq48L0i7KIGTUx10c9LKmoulHph+wFk=,CmmHjDxWttoJHq48L0i7KIGTUx10c9LKmoulHph+wFk=,,2,70 - 75,AA11852010001,Supermarket,超級市場,rwn2a7X7NA9ZHmAOtDYLqxKb1WBKbt5+U+wiS+SJ1sA=
35,VSFj3TOjQ9oU9d0tCRtyVBK366k5tbkZlT48wjOqdL8=,ssfwD4esJC2NQli7XVIoGEj/FE0BEm44m6jN+42CTp8=,,2022-04-23,09-12,2022-04-26,18:00 - 21:00,MAIN,iOS,KLN,HUNG HOM KLN,WTK,紅磡,WHAMPOA GARDEN,黃埔花園,Private,2kFgJ0LwE4cviQhmThBLy+MoYYXYmGL6O1aNInb3m/8=,2kFgJ0LwE4cviQhmThBLy+MoYYXYmGL6O1aNInb3m/8=,,1,85 - 90,AA11852010001,Supermarket,超級市場,Wnu6KkAvdJGYU5GGE7chwXkLSSyD9UxxrbRuFMnA+Gk=
36,azNkjuIQL8xGuXL94eNLGOBAflFvBQ0oWBiePrnFkFk=,JtcLvehFro7szoRr50QwQUEWSyDmkFCHTj0GO63BxgU=,,2022-04-23,21-24,2022-04-26,14:00 - 18:00,MAIN,iOS,HK,KENNEDY TOWN HK,WTH-SRS,堅尼地城舖,,,Commercial,0W5efcBS6PC350vUbbHx2WlSmQb0S5HaQZRVn9pBUkA=,0W5efcBS6PC350vUbbHx2WlSmQb0S5HaQZRVn9pBUkA=,,1,55 - 60,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
37,EWCJxT0qXROv/tONrkyPF4/NR6me4N7oXwWosCP38cA=,gfD5aTFuBQom0c1L489kKTrv1lQGnAzXO/rZeVUxM14=,,2022-04-23,18-21,2022-04-26,18:00 - 21:00,MAIN,iOS,NT,TAI PO KAU NT,NT-ST,大埔滘,,,Private,4oyH8S3HxbAX9uZ1MSVNaeWYhddQF1RJ5mrFo5/d97U=,4oyH8S3HxbAX9uZ1MSVNaeWYhddQF1RJ5mrFo5/d97U=,,1,50 - 55,AA11852010001,Supermarket,超級市場,0ZdHba+JUNqi1Cs9EBM9sETy2MARJ+wJCleztdD64y8=
38,5lYHEnMMa0+iKjYL3bwn3R5FiM+9NGF8AQEr4ie2Opo=,b15AesWfbaKiDb5U8XZ8buKLKrrAC+hEu/VMSj0h0f0=,,2022-04-23,18-21,2022-04-26,14:00 - 18:00,MAIN,Android,NT,TUEN MUN NT,NT-SIU,新界港鐵兆康站店,,,Commercial,kbYGrcAiCFswMpn6jvs6NsBPYqWmi/xU/SEIf0lDrIk=,kbYGrcAiCFswMpn6jvs6NsBPYqWmi/xU/SEIf0lDrIk=,,1,85 - 90,AA11852010001,Supermarket,超級市場,Wnu6KkAvdJGYU5GGE7chwXkLSSyD9UxxrbRuFMnA+Gk=
39,falUtSlPUgpDlmoEM5C6CFHmo923Tg5zkERBr7CPOAM=,+csvvn+afwZUwJDW1gklLtrYWbMt6QXSb8skvL2CcOE=,,2022-04-23,00-09,2022-04-25,18:00 - 21:00,MAIN,Android,KLN,LAM TIN KLN,ETK,藍田(麗),LAGUNA CITY,麗港城,Private,L5OXpxlNiW3NY3gpkE5bJqjGgNh6G8hb+nbacBVzGKY=,L5OXpxlNiW3NY3gpkE5bJqjGgNh6G8hb+nbacBVzGKY=,,1,38 - 40,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
40,spxxrjCA5Uf5QvrGqLnfMEbI65WlG+CKv93uE3ztMtU=,1NL/WAOi34GBqukl9WcLVV71CIWUw4JrbbVszGDOIKI=,,2022-04-23,12-15,2022-04-26,10:00 - 14:00,MAIN,iOS,NT,DISCOVERY BAY NT,NT-TW,愉景灣(內),,,Commercial,YdynSawPL2xm76930qDFEcrN8iuIars9xZj8Gtvk3TI=,YdynSawPL2xm76930qDFEcrN8iuIars9xZj8Gtvk3TI=,,1,50 - 55,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
41,Wmu9Na49Ihc7Lp5hEqz8X1kupjcSlCmzMZggLzcTm18=,utKoEpfgQoRwxDOhal/D+Z3SPg8n1xIUs3EsGfDuHGU=,,2022-04-23,18-21,2022-04-26,18:00 - 21:00,MAIN,Android,NT,TUNG CHUNG NT,NT-TW,東涌(東昇),YING TUNG ESTATE ,迎東邨,Public,O/MT9udwbQastDlFF4zaUN6j5skimkw1xTswnuV6/m8=,O/MT9udwbQastDlFF4zaUN6j5skimkw1xTswnuV6/m8=,,1,42 - 44,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
42,zixfT9w0gtWw8Xefi77ugCTfjrSrCFtqSoeM47hcO40=,vhwE6HMY03ccrFV/FkpBr3+BC5St/NeaO1mpok79+KU=,,2022-04-23,12-15,2022-04-26,10:00 - 14:00,MAIN,Android,KLN,DIAMOND HILL KLN,ETX,鑽石山,,,Private,I3vx0zpQFI7949nOeSIYkvN7+gisV8ZQMeyvG5eHUfA=,I3vx0zpQFI7949nOeSIYkvN7+gisV8ZQMeyvG5eHUfA=,,1,42 - 44,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
